INTERPOLATION:DISCRETE
21031,159,128,255,255,Jan 2021
21059,223,128,255,255,Feb 2021
21090,255,128,223,255,Mar 2021
21120,255,128,159,255,Apr 2021
21151,255,176,127,255,May 2021
21181,255,223,128,255,Jun 2021
21212,223,255,128,255,Jul 2021
21243,159,255,128,255,Aug 2021
21273,109,220,141,255,Sep 2021
21304,128,255,223,255,Oct 2021
21334,128,223,255,255,Nov 2021
21365,127,189,255,255,Dec 2021
22031, 64,  0,255,255,Jan 2022
22059,191,  0,255,255,Feb 2022
22090,255,  0,191,255,Mar 2022
22120,255,  0, 64,255,Apr 2022
22151,255,100,  0,255,May 2022
22181,255,191,  0,255,Jun 2022
22212,191,255,  0,255,Jul 2022
22243, 64,255,  0,255,Aug 2022
22273,  0,220, 64,255,Sep 2022
22304,  0,255,191,255,Oct 2022
22334,  0,191,255,255,Nov 2022
22365,  0,120,255,255,Dec 2022
23031,159,128,255,255,Jan 2023
23059,223,128,255,255,Feb 2023
23090,255,128,223,255,Mar 2023
23120,255,128,159,255,Apr 2023
23151,255,176,127,255,May 2023
23181,255,223,128,255,Jun 2023
23212,223,255,128,255,Jul 2023
23243,159,255,128,255,Aug 2023
23273,109,220,141,255,Sep 2023
23304,128,255,223,255,Oct 2023
23334,128,223,255,255,Nov 2023
23365,127,189,255,255,Dec 2023
