INTERPOLATION:DISCRETE
19031,159,128,255,255,Jan 2019
19059,223,128,255,255,Feb 2019
19090,255,128,223,255,Mar 2019
19120,255,128,159,255,Apr 2019
19151,255,176,127,255,May 2019
19181,255,223,128,255,Jun 2019
19212,223,255,128,255,Jul 2019
19243,159,255,128,255,Aug 2019
19273,109,220,141,255,Sep 2019
19304,128,255,223,255,Oct 2019
19334,128,223,255,255,Nov 2019
19365,127,189,255,255,Dec 2019
20031, 64,  0,255,255,Jan 2020
20060,191,  0,255,255,Feb 2020
20091,255,  0,191,255,Mar 2020
20121,255,  0, 64,255,Apr 2020
20152,255,100,  0,255,May 2020
20182,255,191,  0,255,Jun 2020
20213,191,255,  0,255,Jul 2020
20244, 64,255,  0,255,Aug 2020
20274,  0,220, 64,255,Sep 2020
20305,  0,255,191,255,Oct 2020
20335,  0,191,255,255,Nov 2020
20366,  0,120,255,255,Dec 2020
21031,159,128,255,255,Jan 2021
21059,223,128,255,255,Feb 2021
21090,255,128,223,255,Mar 2021
21120,255,128,159,255,Apr 2021
21151,255,176,127,255,May 2021
21181,255,223,128,255,Jun 2021
21212,223,255,128,255,Jul 2021
21243,159,255,128,255,Aug 2021
21273,109,220,141,255,Sep 2021
21304,128,255,223,255,Oct 2021
21334,128,223,255,255,Nov 2021
21365,127,189,255,255,Dec 2021
