INTERPOLATION:DISCRETE
17031,159,128,255,255,Jan 2017
17059,223,128,255,255,Feb 2017
17090,255,128,223,255,Mar 2017
17120,255,128,159,255,Apr 2017
17151,255,176,127,255,May 2017
17181,255,223,128,255,Jun 2017
17212,223,255,128,255,Jul 2017
17243,159,255,128,255,Aug 2017
17273,109,220,141,255,Sep 2017
17304,128,255,223,255,Oct 2017
17334,128,223,255,255,Nov 2017
17365,127,189,255,255,Dec 2017
18031, 64,  0,255,255,Jan 2018
18059,191,  0,255,255,Feb 2018
18090,255,  0,191,255,Mar 2018
18120,255,  0, 64,255,Apr 2018
18151,255,100,  0,255,May 2018
18181,255,191,  0,255,Jun 2018
18212,191,255,  0,255,Jul 2018
18243, 64,255,  0,255,Aug 2018
18273,  0,220, 64,255,Sep 2018
18304,  0,255,191,255,Oct 2018
18334,  0,191,255,255,Nov 2018
18365,  0,120,255,255,Dec 2018
19031,159,128,255,255,Jan 2019
19059,223,128,255,255,Feb 2019
19090,255,128,223,255,Mar 2019
19120,255,128,159,255,Apr 2019
19151,255,176,127,255,May 2019
19181,255,223,128,255,Jun 2019
19212,223,255,128,255,Jul 2019
19243,159,255,128,255,Aug 2019
19273,109,220,141,255,Sep 2019
19304,128,255,223,255,Oct 2019
19334,128,223,255,255,Nov 2019
19365,127,189,255,255,Dec 2019
